,factor,sigma,std
1865,1.3718181818181818,0.2660606060606061,0.3203773601782835
1866,1.3718181818181818,0.27,0.3477884659235202
1867,1.3718181818181818,0.273939393939394,0.345219425495869
1868,1.3718181818181818,0.2778787878787879,0.3467116058311802
1869,1.3718181818181818,0.28181818181818186,0.3367486746041664
1870,1.3718181818181818,0.28575757575757577,0.3621308250560728
1871,1.3718181818181818,0.28969696969696973,0.3586755506784709
1872,1.3718181818181818,0.29363636363636364,0.3851442381175014
1873,1.3718181818181818,0.2975757575757576,0.38462584864136834
1874,1.3718181818181818,0.3015151515151515,0.454169598382487
1875,1.3718181818181818,0.3054545454545455,0.41197495421904895
1876,1.3718181818181818,0.30939393939393944,0.38928606655806014
1877,1.3718181818181818,0.31333333333333335,0.43099923452477573
1878,1.3718181818181818,0.3172727272727273,0.42676496426850286
1879,1.3718181818181818,0.3212121212121212,0.45910448311982127
1880,1.3718181818181818,0.3251515151515152,0.4469936032080948
1881,1.3718181818181818,0.3290909090909091,0.408751038291662
1882,1.3718181818181818,0.33303030303030307,0.4547580479170749
1883,1.3718181818181818,0.336969696969697,0.48990908106937237
1884,1.3718181818181818,0.34090909090909094,0.4919915971679899
1885,1.3718181818181818,0.34484848484848485,0.49470421958612026
1886,1.3718181818181818,0.3487878787878788,0.5162768230650674
1887,1.3718181818181818,0.3527272727272728,0.5331898214329077
1888,1.3718181818181818,0.3566666666666667,0.5425061363134649
1889,1.3718181818181818,0.36060606060606065,0.5658688643394786
1890,1.3718181818181818,0.36454545454545456,0.572466802054434
1891,1.3718181818181818,0.3684848484848485,0.5649654605194189
1892,1.3718181818181818,0.37242424242424244,0.6355852361928748
1893,1.3718181818181818,0.3763636363636364,0.5871336437045289
1894,1.3718181818181818,0.3803030303030303,0.746978373424227
1895,1.3718181818181818,0.3842424242424243,0.6842713391276207
1896,1.3718181818181818,0.3881818181818182,0.7116299437777905
1897,1.3718181818181818,0.39212121212121215,0.6027502141197347
1898,1.3718181818181818,0.3960606060606061,0.6516570869086132
1899,1.3718181818181818,0.4,0.6523695492959152
1900,1.391919191919192,0.01,0.008747954173124673
1901,1.391919191919192,0.013939393939393939,0.01220971254535063
1902,1.391919191919192,0.01787878787878788,0.015691155322593076
1903,1.391919191919192,0.02181818181818182,0.019215336534878148
1904,1.391919191919192,0.025757575757575757,0.02248701262435389
1905,1.391919191919192,0.0296969696969697,0.026427346087947143
1906,1.391919191919192,0.03363636363636364,0.029807436117153027
1907,1.391919191919192,0.037575757575757575,0.033120232967721014
1908,1.391919191919192,0.04151515151515152,0.03682746256853254
1909,1.391919191919192,0.045454545454545456,0.040464229811547285
1910,1.391919191919192,0.0493939393939394,0.043624789138577307
1911,1.391919191919192,0.05333333333333334,0.047930129665793034
1912,1.391919191919192,0.057272727272727274,0.05105734666129193
1913,1.391919191919192,0.06121212121212122,0.05356037629957727
1914,1.391919191919192,0.06515151515151515,0.05820589384127651
1915,1.391919191919192,0.06909090909090909,0.061694926413775324
1916,1.391919191919192,0.07303030303030303,0.06681570695602376
1917,1.391919191919192,0.07696969696969697,0.07024159979326902
1918,1.391919191919192,0.0809090909090909,0.07246003946223455
1919,1.391919191919192,0.08484848484848485,0.07710179650836603
1920,1.391919191919192,0.08878787878787879,0.0814211558797113
1921,1.391919191919192,0.09272727272727273,0.08425472623153801
1922,1.391919191919192,0.09666666666666666,0.08770914606212546
1923,1.391919191919192,0.1006060606060606,0.09196880071846703
1924,1.391919191919192,0.10454545454545454,0.0982461845053104
1925,1.391919191919192,0.10848484848484849,0.10199095355094186
1926,1.391919191919192,0.11242424242424243,0.10356319116500719
1927,1.391919191919192,0.11636363636363636,0.1114834876020071
1928,1.391919191919192,0.1203030303030303,0.11223829006487583
1929,1.391919191919192,0.12424242424242424,0.11665143958633833
1930,1.391919191919192,0.1281818181818182,0.12166728201648062
1931,1.391919191919192,0.13212121212121214,0.1259773092069355
1932,1.391919191919192,0.13606060606060608,0.1359710546570186
1933,1.391919191919192,0.14,0.13463756317055597
1934,1.391919191919192,0.14393939393939395,0.14265369887362306
1935,1.391919191919192,0.1478787878787879,0.15078958053753905
1936,1.391919191919192,0.15181818181818182,0.15645461598738206
1937,1.391919191919192,0.15575757575757576,0.1562884677359148
1938,1.391919191919192,0.15969696969696973,0.15753178202693022
1939,1.391919191919192,0.16363636363636366,0.1651913175225461
1940,1.391919191919192,0.1675757575757576,0.1719939909425708
1941,1.391919191919192,0.17151515151515154,0.17759199060257705
1942,1.391919191919192,0.17545454545454547,0.1826626207305997
1943,1.391919191919192,0.1793939393939394,0.1863158237701265
1944,1.391919191919192,0.18333333333333335,0.19966546542903835
1945,1.391919191919192,0.18727272727272729,0.20256379551418247
1946,1.391919191919192,0.19121212121212122,0.20497562904674216
1947,1.391919191919192,0.19515151515151516,0.21192829065816665
1948,1.391919191919192,0.1990909090909091,0.22647814815232825
1949,1.391919191919192,0.20303030303030306,0.2205194023506709
1950,1.391919191919192,0.206969696969697,0.2327511539853762
1951,1.391919191919192,0.21090909090909093,0.23691884696266347
1952,1.391919191919192,0.21484848484848487,0.24304413233450795
1953,1.391919191919192,0.2187878787878788,0.23465357301051587
1954,1.391919191919192,0.22272727272727275,0.26376436060208525
1955,1.391919191919192,0.22666666666666668,0.2670826142020375
1956,1.391919191919192,0.23060606060606062,0.27454965326334446
1957,1.391919191919192,0.23454545454545456,0.28653236662488957
1958,1.391919191919192,0.2384848484848485,0.27784366215673867
1959,1.391919191919192,0.24242424242424246,0.29247696425007164
1960,1.391919191919192,0.2463636363636364,0.3283727059328293
1961,1.391919191919192,0.2503030303030303,0.3107931044035904
1962,1.391919191919192,0.25424242424242427,0.3316402178165571
1963,1.391919191919192,0.2581818181818182,0.31341729866015255
1964,1.391919191919192,0.26212121212121214,0.3349030389505362
1965,1.391919191919192,0.2660606060606061,0.34020743142141563
1966,1.391919191919192,0.27,0.3565168313711981
1967,1.391919191919192,0.273939393939394,0.3465867579180397
1968,1.391919191919192,0.2778787878787879,0.3487282004025262
1969,1.391919191919192,0.28181818181818186,0.3775871931182918
1970,1.391919191919192,0.28575757575757577,0.3897527129740635
1971,1.391919191919192,0.28969696969696973,0.3812616295261649
1972,1.391919191919192,0.29363636363636364,0.4187484808894653
1973,1.391919191919192,0.2975757575757576,0.4121679313714986
1974,1.391919191919192,0.3015151515151515,0.4524208257462288
1975,1.391919191919192,0.3054545454545455,0.44538624755771045
1976,1.391919191919192,0.30939393939393944,0.415405811341324
1977,1.391919191919192,0.31333333333333335,0.5229501079353335
1978,1.391919191919192,0.3172727272727273,0.47406980385208874
1979,1.391919191919192,0.3212121212121212,0.496388269164291
1980,1.391919191919192,0.3251515151515152,0.4871660061071306
1981,1.391919191919192,0.3290909090909091,0.48267218694848263
1982,1.391919191919192,0.33303030303030307,0.512114014538398
1983,1.391919191919192,0.336969696969697,0.5024846498237958
1984,1.391919191919192,0.34090909090909094,0.5303377876312503
1985,1.391919191919192,0.34484848484848485,0.5297017426292205
1986,1.391919191919192,0.3487878787878788,0.5340173534266389
1987,1.391919191919192,0.3527272727272728,0.5741508052413418
1988,1.391919191919192,0.3566666666666667,0.6372580382022559
1989,1.391919191919192,0.36060606060606065,0.5992253484929163
1990,1.391919191919192,0.36454545454545456,0.6069806417816923
1991,1.391919191919192,0.3684848484848485,0.6527394877771621
1992,1.391919191919192,0.37242424242424244,0.5766077301890313
1993,1.391919191919192,0.3763636363636364,0.6298076886976066
1994,1.391919191919192,0.3803030303030303,0.6576581127657598
1995,1.391919191919192,0.3842424242424243,0.8432920950740073
1996,1.391919191919192,0.3881818181818182,0.7202413225679691
1997,1.391919191919192,0.39212121212121215,0.7391693597462794
1998,1.391919191919192,0.3960606060606061,0.7121568103052257
1999,1.391919191919192,0.4,0.6458612427527163
2000,1.412020202020202,0.01,0.00926748498471606
2001,1.412020202020202,0.013939393939393939,0.01283786581922455
2002,1.412020202020202,0.01787878787878788,0.01626093726509209
2003,1.412020202020202,0.02181818181818182,0.0199274328160094
2004,1.412020202020202,0.025757575757575757,0.024158912316905305
2005,1.412020202020202,0.0296969696969697,0.02755863664964002
2006,1.412020202020202,0.03363636363636364,0.031061091911003386
2007,1.412020202020202,0.037575757575757575,0.03477494187282978
2008,1.412020202020202,0.04151515151515152,0.03890555947937768
2009,1.412020202020202,0.045454545454545456,0.04232983552694967
2010,1.412020202020202,0.0493939393939394,0.04575965679260863
2011,1.412020202020202,0.05333333333333334,0.04992460820186784
2012,1.412020202020202,0.057272727272727274,0.05394127380018123
2013,1.412020202020202,0.06121212121212122,0.05738512150241195
2014,1.412020202020202,0.06515151515151515,0.061594652044640714
2015,1.412020202020202,0.06909090909090909,0.0647339653897989
2016,1.412020202020202,0.07303030303030303,0.07024519975864686
2017,1.412020202020202,0.07696969696969697,0.07249098020579121
2018,1.412020202020202,0.0809090909090909,0.0760510542945905
2019,1.412020202020202,0.08484848484848485,0.08235645440290647
2020,1.412020202020202,0.08878787878787879,0.08460664675529096
2021,1.412020202020202,0.09272727272727273,0.09123722185355616
2022,1.412020202020202,0.09666666666666666,0.0946186605483579
2023,1.412020202020202,0.1006060606060606,0.09627449315457762
