,leverage,sigma,mean,std
0,1.01,0.01,-2.4957855699303533e-08,1.4080449007034165e-05
1,1.01,0.01595959595959596,-2.974647967803223e-07,2.2750015795233205e-05
2,1.01,0.021919191919191918,3.0119013323799404e-07,3.0849742465169006e-05
3,1.01,0.027878787878787878,1.3197871995828115e-07,3.951856501129274e-05
4,1.01,0.033838383838383834,4.709269825942775e-07,4.786024721051191e-05
5,1.01,0.0397979797979798,7.619701843021187e-07,5.609007422263123e-05
6,1.01,0.045757575757575754,-3.600199378490987e-07,6.413912248050248e-05
7,1.01,0.05171717171717172,-7.854553774699569e-07,7.274177141832947e-05
8,1.01,0.05767676767676767,-1.3878773920327103e-06,8.14778109433856e-05
9,1.01,0.06363636363636363,-1.0823054574630954e-06,8.982290128854031e-05
10,1.01,0.06959595959595959,2.1492896007263564e-07,9.765509817604103e-05
11,1.01,0.07555555555555554,1.0923956736253792e-06,0.00010581874531459873
12,1.01,0.0815151515151515,-4.806285836579826e-07,0.00011402596255510636
13,1.01,0.08747474747474746,-6.304207511961701e-07,0.00012356639245763177
14,1.01,0.09343434343434343,-1.7034365372688321e-06,0.00013233125079755676
15,1.01,0.09939393939393938,-3.056599552905259e-06,0.00014091375101828792
16,1.01,0.10535353535353534,2.1313199972152752e-07,0.0001468311436217863
17,1.01,0.1113131313131313,1.628726112554968e-06,0.00015614228220245721
18,1.01,0.11727272727272725,-1.2042698412670138e-06,0.00016516642040277296
19,1.01,0.12323232323232322,-1.8836796763597173e-07,0.0001751166321937123
20,1.01,0.1291919191919192,1.1449399178379838e-06,0.00018126247426722354
21,1.01,0.13515151515151513,3.501308444291973e-07,0.00019040203047170887
22,1.01,0.1411111111111111,-1.8432724566876502e-06,0.00019694246408308918
23,1.01,0.14707070707070707,1.9082071660587842e-06,0.00020695867271471792
24,1.01,0.15303030303030302,-4.2086834574905916e-08,0.00021528423803309215
25,1.01,0.158989898989899,-5.376083791448827e-07,0.0002216150283821227
26,1.01,0.16494949494949493,-4.094880098045972e-06,0.00023444813186267833
